Nombre;Nombre Largo;CAEDED;Descripcion
COLEGIO MEDICO DEPARTAMENTAL DE LA PAZ;COLEGIO MEDICO DEPARTAMENTAL DE LA PAZ;85122;SERV DE CONSULTAS MÉDICAS
EMBAJADA DE FRANCIA;EMBAJADA DE FRANCIA;75210;RELACIONES EXTERIORES
CONSULTORA ESPECIALIZADA EN COMERCIO EX;CONSULTORA ESPECIALIZADA EN COMERCIO EXT;63090;SERV.APOYO Y LOGÍSTICA AG DE TRANSPORTE
NULO BANCO ESPANOL DE CREDITO S.A.;NULO BANCO ESPANOL DE CREDITO S.A.;65191;SERV DE LAS ENTIDADES BANCARIAS
ASOCIACION DE GUIAS SCOUTS DE BOLIVIA;ASOCIACION DE GUIAS SCOUTS DE BOLIVIA;80909;OTRAS ENSENANZAS NCP
EMPRESA CONSTRUCTORA ORMACHEA S.R.L.;EMPRESA CONSTRUCTORA ORMACHEA S.R.L.;45201;CONSTRUCCIÓN Y REPARACIÓN DE EDIFICIOS
TRANS INGAVI SAAVEDRA LTDA.;TRANS INGAVI SAAVEDRA LTDA.;60230;SERV. TRANSPORTE AUTOMOTOR CARGA X CARRE
REFRESCOS Y ALIMENTOS REAL S.R.L.;REFRESCOS Y ALIMENTOS REAL S.R.L.;15541;ELAB. DE BEBIDAS GASEOSAS
DAROCA Y ASOCIADOS S.R.L.;DAROCA Y ASOCIADOS S.R.L.;45209;CONSTRUCCION DE OBRAS DE INGENIERIA CIVI
FONDO AYUDA MUTUA DEL PERSONAL DE COMUN;FONDO AYUDA MUTUA DEL PERSONAL DE COMUNI;85323;SERV SOCIALES DE ORIENTACIÓN FAMILIAR
BELMED LTDA.;BELMED LTDA.;24242;FABRICN. COSMÉTICOS,PERFUMES,PROD.HIGIEN
CORPORACION ANDINA DE ARTEFACTOS S.A.;CORPORACION ANDINA DE ARTEFACTOS S.A.;51334;VTA X MAYOR ARTEFACTOS PARA EL HOGAR, EL
CONCORDIA S.A. EMPRESA CONSTRUCTORA;CONCORDIA S.A. EMPRESA CONSTRUCTORA;45209;CONSTRUCCION DE OBRAS DE INGENIERIA CIVI
PFIZER BOLIVIA S.A.;PFIZER BOLIVIA S.A.;51341;VTA X MAYOR PROD. FARMACÉUTICOS Y MEDICI
INTERCOM LTDA.;INTERCOM LTDA.;51491;VTA X MAYOR PROD. QUÍMICOS
CORPORACION  S.R.L.;CORPORACION  S.R.L.;74212;SERV DE INGENIERÍA
TORREMOLINOS S.R.L.;TORREMOLINOS S.R.L.;15311;PREPARACION Y MOLIENDA DE TRIGO
SERVIMEDIC S.R.L.;SERVIMEDIC S.R.L.;85121;SERVICIO DE ATENCION MEDICA EN CLINICAS
ENTEL S.A.;ENTEL S.A.;64201;SERV DE TRANSMISIÓN DE DATOS Y MENSAJES
INST.PARA EL DESARROLLO DE EMPRESARIOS;INST.PARA EL DESARROLLO DE EMPRESARIOS;99002;ESTUDIANTES
DISTRIBUIDORA DE ELECTRICIDAD LA PAZ S.A;DISTRIBUIDORA DE ELECTRICIDAD LA PAZ S.A. DELAPAZ;40104;DISTRIBUCION DE ENERGIA ELECTRICA
BANCO SANTANDER S.A.;BANCO SANTANDER  S.A.;65191;SERV DE LAS ENTIDADES BANCARIAS
SOCIEDAD DE INGENIEROS DE BOLIVIA;SOCIEDAD DE INGENIEROS DE BOLIVIA;74212;SERV DE INGENIERÍA
CENTAURO S.R.L.;CENTAURO S.R.L.;60211;SERV. TRANSPORTE AUTOMOTOR URBANO PASAJE
LABORATORIOS VITA S.A.;LABORATORIOS VITA S.A.;24230;FABRICN. PROD.FARMACÉUTICOS,SUSTANCIAS Q
FUNDACION BOLINVEST;FUNDACION BOLINVEST;74990;OTROS SERV EMPRESARIALES NCP
AL PLAST LTDA.;AL PLAST LTDA.;25201;FABRICN. DE ENVASES PLÁSTICOS
EDITORA ATENEA S.R.L.;EDITORA ATENEA S.R.L.;22110;EDICIÓN DE LIBROS, FOLLETOS, PARTITURAS
FERRETERIA EL CARPINTERO;FERRETERIA EL CARPINTERO;52341;VTA X MENOR MATERIALES DE CONSTRUCCIÓN
NULO MERCANTIL SANTA CRUZ AGENCIA DE;NULO MERCANTIL SANTA CRUZ AGENCIA DE;67120;SERV BURSÁTILES DE MEDIACIÓN O X CTA 3ER
FADERPA LTDA.;FADERPA LTDA.;34300;FABRICN. PARTES,PIEZAS,ACCESORIOS P/VEHÍ
COMTEC S.R.L.;COMTEC S.R.L.;51900;VTA X MAYOR OTROS PROD.
SUDAVAL AGENCIA DE BOLSA S.A.;SUDAVAL AGENCIA DE BOLSA S.A.;67120;SERV BURSÁTILES DE MEDIACIÓN O X CTA 3ER
KPMG PEAT MARWICK S.R.L.;KPMG PEAT MARWICK S.R.L.;74120;"SERV CONTABILIDAD Y AUDITORÍA; ASESORAMI"
COMERCIALIZADORA BOLIVIANA DE VIDRIOS SA;COMERCIALIZADORA BOLIVIANA DE VIDRIOS SA;26101;FABRICN. DE ENVASES DE VIDRIO
BANCO SOCIEDAD GENERAL DE CREDITO S.A.;BANCO SOCIEDAD GENERAL DE CREDITO S.A.;98000;SERV.ORGANIZACIONES Y ÓRGANOS EXTRATERRI
DUCTEC S.R.L.;DUCTEC S.R.L.;25209;FABRICN. PROD. PLÁSTICOS FORMAS BÁSICAS
NULO BBA VALORES S.A.;NULO BBA VALORES S.A.;99002;ESTUDIANTES
BANK OF AMERICA N.A.;BANK OF AMERICA N.A.;65191;SERV DE LAS ENTIDADES BANCARIAS
ELITE MOTORS S.R.L.;ELITE MOTORS S.R.L.;50101;VENTA DE VEHICULOS AUTOMOTORES NUEVOS
AUTO SHOPPING DE BOJANIC DIETRICH GERMA;AUTO SHOPPING DE BOJANIC DIETRICH GERMAN;50101;VENTA DE VEHICULOS AUTOMOTORES NUEVOS
AMERICA TEXTIL S.A.;AMERICA TEXTIL S.A.;17220;FABRICN. DE TAPICES Y ALFOMBRAS
SARTAWI S.R.L.;SARTAWI S.R.L.;36101;FABRICN. MUEBLES,PARTES MUEBLES,PRINCIPA
UNIVERSALTEX S.A.;UNIVERSALTEX S.A.;17111;PREPARACIÓN Y PEINADO DE FIBRAS TEXTILES
FUNDACION PARA EL DESARR.DE LA ECOLOGIA;FUNDACION PARA EL DESARR.DE LA ECOLOGIA;74213;SERV GEOLÓGICOS Y  DE PROSPECCIÓN MINERA
BERLINER BANK AG.;BERLINER BANK AG.;98000;SERV.ORGANIZACIONES Y ÓRGANOS EXTRATERRI
BOLIVIAN GOLD S.A.;BOLIVIAN GOLD S.A.;14290;EXPLOTACION DE OTRAS MINAS Y CANTERAS NC
INSUMOS BOLIVIA;INSUMOS BOLIVIA;75210;RELACIONES EXTERIORES
INDUMAR SRL;INDUMAR SRL;24290;FABRICN. DE OTROS PROD. QUÍMICOS NCP
ANDITRADE LTDA.;ANDITRADE LTDA.;51226;VTA X MAYOR CAFÉ, TÉ, CACAO Y ESPECIAS
SIRTI BOLIVIA INGENIERIA DE TELECOMUNIC;SIRTI BOLIVIA INGENIERIA DE TELECOMUNICA;64201;SERV DE TRANSMISIÓN DE DATOS Y MENSAJES
ROYAL BANK OF CANADA;ROYAL BANK OF CANADA;65191;SERV DE LAS ENTIDADES BANCARIAS
FABRICA DE TEJIDOS DE PUNTO BENTEX LTDA;FABRICA DE TEJIDOS DE PUNTO BENTEX LTDA.;17210;FABRICN. ART. CONFECCIONADOS TEXTILES, E
ONG ALDEAS INFANTILES SOS(BOLIVIA);ONG ALDEAS INFANTILES SOS(BOLIVIA);85311;SERV SISTENCIA SOCIAL A NIÑOS CON ALOJAM
NULO ALDEAS;NULO ALDEAS;85329;OTROS SERV ASISTENCIA SOCIAL SIN ALOJAMI
NULO ACION NAL DE ALDEAS INFANTILES SOS;NULO ACION NAL DE ALDEAS INFANTILES SOS;85329;OTROS SERV ASISTENCIA SOCIAL SIN ALOJAMI
NULO ACION  DE ALDEAS INFANTILES SOS;NULO ACION  DE ALDEAS INFANTILES SOS;85329;OTROS SERV ASISTENCIA SOCIAL SIN ALOJAMI
CONSORCIO ASTALDI C.B.I.;CONSORCIO ASTALDI C.B.I.;45209;CONSTRUCCION DE OBRAS DE INGENIERIA CIVI
LABORATORIOS ALFA S.A.;LABORATORIOS ALFA S.A.;51341;VTA X MAYOR PROD. FARMACÉUTICOS Y MEDICI
SECIT BOLIVIA S.R.L.;SECIT BOLIVIA S.R.L.;74212;SERV DE INGENIERÍA
FEDERACION BOLIVIANA DE GOLF;FEDERACION BOLIVIANA DE GOLF;92411;SERV DIRECCIÓN PRÁCTICAS DEPORTIVAS Y EX
BNB VALORES S.A. AGENCIA DE BOLSA;BNB VALORES S.A. AGENCIA DE BOLSA;67120;SERV BURSÁTILES DE MEDIACIÓN O X CTA 3ER
SERVICIOS INTEGRALES DE LA MADERA LTDA.;SERVICIOS INTEGRALES DE LA MADERA LTDA.;20210;FABRICN. HOJAS MADERA ENCHAPADO TABLEROS
CAMARA NACIONAL DE COMERCIO;CAMARA NACIONAL DE COMERCIO;74140;SERV.ASESORAMIENTO Y GESTIÓN EMPRESARIAL
FUNDACION INFOCAL LA PAZ;FUNDACION INFOCAL LA PAZ;80901;EDUCACION DE ADULTOS
VALORES UNION S.A.;VALORES UNION S.A.;67120;SERV BURSÁTILES DE MEDIACIÓN O X CTA 3ER
COMPANIA INDUSTRIAL DE BEBIDAS Y ALIMENT;COMPANIA INDUSTRIAL DE BEBIDAS Y ALIMENT;15541;ELAB. DE BEBIDAS GASEOSAS
PROTEJA LTDA.;PROTEJA LTDA.;26930;FABRICN. PROD.ARCILLA Y CERÁMICA NO REFR
INTERNEXO S.R.L.;INTERNEXO S.R.L.;51433;VTA X MAYOR ART. DE FERRETERÍA, FONTANER
AKIS BOLIVIA S A;AKIS BOLIVIA S A;51434;VTA X MAYOR PINTURA Y PROD. CONEXOS
BBA VALORES S.A.;BBA VALORES S.A.;67120;SERV BURSÁTILES DE MEDIACIÓN O X CTA 3ER
BOLIVIAN DRUG S.A.;BOLIVIAN DRUG S.A.;51341;VTA X MAYOR PROD. FARMACÉUTICOS Y MEDICI
TRANS EXPRESS SALINAS LTDA;TRANS EXPRESS SALINAS LTDA;60230;SERV. TRANSPORTE AUTOMOTOR CARGA X CARRE
NULO ALDEAS INFANTILES S.O.S. FONDO SOC;NULO ALDEAS INFANTILES S.O.S. FONDO SOC;85311;SERV SISTENCIA SOCIAL A NIÑOS CON ALOJAM
EMPRESA MINERA SAN MIGUEL LTDA.;EMPRESA MINERA SAN MIGUEL LTDA.;13202;EXTRACCION DE METALES PRECIOSOS
EMP.PUBL.SOCIAL DE AGUA Y SANEAMIENTO SA;EMP.PUBL.SOCIAL DE AGUA Y SANEAMIENTO S.A.;41001;CAPT., DEPURACIÓN Y DIST DE AGUA SUBTERR
EQUIPOS Y SUMINISTROS ROYAL S.R.L.;EQUIPOS Y SUMINISTROS ROYAL S.R.L.;51504;VTA X MAYOR EQUIPOS CONSTRUCCIÓN E ING C
SUDAMER INVERSIONES S.A.;SUDAMER INVERSIONES S.A.;65990;OTRO TIPO SERV INTERMEDIACIÓN FINANCIERA
LATINA TEX S.R.L.;LATINA TEX S.R.L.;51312;VTA X MAYOR CONFECCIONES PARA EL HOGAR
CORPORACION ANDINA DE FOMENTO;CORPORACION ANDINA DE FOMENTO;65920;OTROS SERV DE CRÉDITO
BANCO DE SABADELL ESPANA S.A.;BANCO DE SABADELL ESPANA S.A.;65191;SERV DE LAS ENTIDADES BANCARIAS
STANDARD CHARTERED BANK;STANDARD CHARTERED BANK;65191;SERV DE LAS ENTIDADES BANCARIAS
NULO INTERNATIONALE NEDERLANDEN BANK;NULO INTERNATIONALE NEDERLANDEN BANK;98000;SERV.ORGANIZACIONES Y ÓRGANOS EXTRATERRI
NULO BANCO SANTANDER S.A. SHANGHAI BRANC;NULO BANCO SANTANDER S.A. SHANGHAI BRANC;65191;SERV DE LAS ENTIDADES BANCARIAS
NULO THE BANK OF TOKIO MITSUBISHI UFJ LT;NULO THE BANK OF TOKIO MITSUBISHI UFJ LTD;65191;SERV DE LAS ENTIDADES BANCARIAS
KOOKMIN BANK;KOOKMIN BANK;65191;SERV DE LAS ENTIDADES BANCARIAS
NULO CHO HUNG BANK;NULO CHO HUNG BANK;98000;SERV.ORGANIZACIONES Y ÓRGANOS EXTRATERRI
BANK BOSTON S.A.;BANK BOSTON S.A.;65191;SERV DE LAS ENTIDADES BANCARIAS
CITIBANK N.A.;CITIBANK N.A.;65191;SERV DE LAS ENTIDADES BANCARIAS
JPMORGAN CHASE BANK N.A.;JPMORGAN CHASE BANK N.A.;65191;SERV DE LAS ENTIDADES BANCARIAS
U.S.GOVERNMENT USAID BOLIVIA OE TF;U.S.GOVERNMENT USAID BOLIVIA OE TF;98000;SERV.ORGANIZACIONES Y ÓRGANOS EXTRATERRI
LANDESBANK BADEN-WURTTEMBERG;LANDESBANK BADEN-WURTTEMBERG;65191;SERV DE LAS ENTIDADES BANCARIAS
FABRICA BOLIVIANA DE PINTURAS CONTINENT;FABRICA BOLIVIANA DE PINTURAS CONTINENTA;24220;FABRICN. PINTURAS,REVESTIMIENTO,TINTAS I
NULO SI A POTOSI DE ALDEAS INFANTILES;NULO SI A POTOSI DE ALDEAS INFANTILES;85329;OTROS SERV ASISTENCIA SOCIAL SIN ALOJAMI
CREDIBOLSA S.A. AGENCIA DE BOLSA;CREDIBOLSA S.A. AGENCIA DE BOLSA;67120;SERV BURSÁTILES DE MEDIACIÓN O X CTA 3ER
COMPANIA HOTELERA BOLIVIANA S.R.L.;COMPANIA HOTELERA BOLIVIANA S.R.L.;55101;SERV DE ALOJAMIENTO EN HOTELES
FUTURO DE BOLIVIA S.A. AFP;FUTURO DE BOLIVIA S.A. AFP;66020;ADMI. DE FONDOS DE JUBILACIONES Y PENSIO
SUBWAY INTERNATIONAL BV;SUBWAY INTERNATIONAL BV;51433;VTA X MAYOR ART. DE FERRETERÍA, FONTANER
EMPROBOL ANDINA;EMPROBOL ANDINA;50502;VTA X MENOR LUBRICANTES,GRASAS Y REFRIGE
HYUNDAI BOLIVIA S.A.;HYUNDAI BOLIVIA S.A.;50101;VENTA DE VEHICULOS AUTOMOTORES NUEVOS
ISRAEL DISCUNT BANK OF NEW YORK;ISRAEL DISCUNT BANK OF NEW YORK;65191;SERV DE LAS ENTIDADES BANCARIAS
COMAI PACHAMAMA;COMAI PACHAMAMA;74140;SERV.ASESORAMIENTO Y GESTIÓN EMPRESARIAL
EMPRESA CONSULTORA BOLIVIANA SRL;EMPRESA CONSULTORA BOLIVIANA SRL;74212;SERV DE INGENIERÍA
GRAMMA PUBLICIDAD S.R.L.;GRAMMA PUBLICIDAD S.R.L.;74300;SERV DE PUBLICIDAD
EMBALAJES MUNDO S.R.L.;EMBALAJES MUNDO S.R.L.;3003;RECOLECCIÓN DE PROD. FORESTALES SILVESTR
CINTAC S.A.;CINTAC S.A.;51509;VTA X MAYOR MAQ, EQ, IMPL ESPECIAL NCP
BENBOL LTDA.;BENBOL LTDA.;51104;VTA X MAYOR INTERMDRS PROD.TEXTILES,PREN
BOLIVIAN COPPER CHEMICAL COMPANY S.A.;BOLIVIAN COPPER CHEMICAL COMPANY S.A.;13202;EXTRACCION DE METALES PRECIOSOS
BOLMADEX S.R.L.;BOLMADEX S.R.L.;3001;EXTRACCIÓN PROD. FORESTALES BOSQUES CULT
PETROBOL DISTRIBUIDORA S.A.;PETROBOL DISTRIBUIDORA S.A.;40202;DISTRIBUCION DE COMBUSTIBLES GASEOSOS
NULO AIPE UNION EUROPEA;NULO AIPE UNION EUROPEA;80909;OTRAS ENSENANZAS NCP
GURU INTEGRATED BUSINESS SOLUTIONS S.A.;GURU INTEGRATED BUSINESS SOLUTIONS S.A.;74990;OTROS SERV EMPRESARIALES NCP
UNICUERO S.R.L.;UNICUERO S.R.L.;19110;CURTIDO DE CUEROS
NULO BISA SEGUROS Y REASEGUROS S.A.;NULO BISA SEGUROS Y REASEGUROS S.A.;99002;ESTUDIANTES
NULO SINCHI WAYRA S.A. BOLIVAR;NULO SINCHI WAYRA S.A. BOLIVAR;13202;EXTRACCION DE METALES PRECIOSOS
AGENCIA ESPANOLA DE COOPERACION INTERNAC;AGENCIA ESPANOLA DE COOPERACION INTERNAC;75210;RELACIONES EXTERIORES
COMPANIA MINERA CONCEPCION S.A.;COMPANIA MINERA CONCEPCION S.A.;13202;EXTRACCION DE METALES PRECIOSOS
INDUSTRIAS GRAFICAS DEL FUTURO S.R.L.;INDUSTRIAS GRAFICAS DEL FUTURO S.R.L.;22210;ACT. DE IMPRESIÓN
C TRANS S.R.L.;C TRANS S.R.L.;63010;SERV DE MANIPULACIÓN DE LA CARGA
PROBOL S.A.;PROBOL S.A.;52333;VTA X MENOR ART. DE BAZAR Y MENAJE
TOP SERVICE S.R.L.;TOP SERVICE S.R.L.;64120;SERV DE CORREO DISTINTA A LAS DE CORREO
EMBOTELLADORAS BOLIVIANAS UNIDAS S.A.;EMBOTELLADORAS BOLIVIANAS UNIDAS S.A.;15541;ELAB. DE BEBIDAS GASEOSAS
PET PRODUCTS INTERNATIONAL DE BOLIVIA S;PET PRODUCTS INTERNATIONAL DE BOLIVIA SA;25201;FABRICN. DE ENVASES PLÁSTICOS
SERVICIOS MULTIPLES DE APOYO AL DESARRO;SERVICIOS MULTIPLES DE APOYO AL DESARROL;91120;SERV DE ORGANIZACIONES PROFESIONALES
AMAREX CARGO S.A.;AMAREX CARGO S.A.;60230;SERV. TRANSPORTE AUTOMOTOR CARGA X CARRE
CRUZ ROJA BOLIVIANA;CRUZ ROJA BOLIVIANA;85329;OTROS SERV ASISTENCIA SOCIAL SIN ALOJAMI
TECNOLOGIA EN EQUIPOS Y MAQUINARIA S.R.;TECNOLOGIA EN EQUIPOS Y MAQUINARIA S.R.L;51509;VTA X MAYOR MAQ, EQ, IMPL ESPECIAL NCP
COMPANIA INTERNACIONAL DE SERV. Y REPR.;COMPANIA INTERNACIONAL DE SERV. Y REPR.;51491;VTA X MAYOR PROD. QUÍMICOS
PREVER S.A. CASA DE FUNERALES SANTA MARI;PREVER S.A. CASA DE FUNERALES SANTA MAR;93030;SERV FUNERARIOS Y ACT. CONEXAS
SAN ANTONIO S.R.L.;SAN ANTONIO S.R.L.;51412;VTA X MAYOR COMBUSTIBLES EXCEPTO AUTOS:G
GOLDEN EAGLE INTERNATIONAL INC.;GOLDEN EAGLE INTERNATIONAL INC.;13202;EXTRACCION DE METALES PRECIOSOS
COLEGIO DE ARQUITECTOS DE LA PAZ;COLEGIO DE ARQUITECTOS DE LA PAZ;91120;SERV DE ORGANIZACIONES PROFESIONALES
COMPANIA DE SERVICIOS DE TRANSPORTE AERE;COMPANIA DE SERVICIOS DE TRANSPORTE AEREO AMASZONAS S.A.;62101;SERV. TRANSPORTE AÉREO REGULAR DE PASAJE
CORIFAR S.A.;CORIFAR S.A.;51341;VTA X MAYOR PROD. FARMACÉUTICOS Y MEDICI
TUBOS Y PERFILES METALICOS S.A.;TUBOS Y PERFILES METALICOS S.A.;28110;FABRICN. PROD.METÁLICOS PARA USO ESTRUCT
NULO CONFERENCIA EPISCOPAL DE BOLIVIA;NULO CONFERENCIA EPISCOPAL DE BOLIVIA;91910;SERV DE ORGANIZACIONES RELIGIOSAS
ALIANZA CIA.DE SEGUROS Y REASEGUROS S.A.;ALIANZA CIA.DE SEGUROS Y REASEGUROS S.A.;66030;SERV OTROS PLANES SEGUROS EXCEPTO DE VID
GMI BOLIVIA S.A. INGENIEROS CONSULTORES;GMI BOLIVIA S.A. INGENIEROS CONSULTORES;74990;OTROS SERV EMPRESARIALES NCP
TECNOLOGIA INDUSTRIAL S.R.L.;TECNOLOGIA INDUSTRIAL S.R.L.;51509;VTA X MAYOR MAQ, EQ, IMPL ESPECIAL NCP
SEGUROS PROVIDA S.A.;SEGUROS PROVIDA S.A.;66010;SERVICIO DE PLANES DE SEGUROS DE VIDA
BANCO PRODEM SOCIEDAD ANONIMA;BANCO PRODEM SOCIEDAD ANONIMA;65191;SERV DE LAS ENTIDADES BANCARIAS
CONESA KIEFFER & ASOCIADOS S.A.;CONESA KIEFFER & ASOCIADOS S.A.;66010;SERVICIO DE PLANES DE SEGUROS DE VIDA
BANCO FORTALEZA SOCIEDAD ANONIMA;BANCO FORTALEZA SOCIEDAD ANONIMA;65191;SERV DE LAS ENTIDADES BANCARIAS
LABOFARMA S.A.;LABOFARMA S.A.;24230;FABRICN. PROD.FARMACÉUTICOS,SUSTANCIAS Q
SOCIEDAD AGROPECUARIA INDUSTRIAL Y TEC;SOCIEDAD AGROPECUARIA INDUSTRIAL Y TECNICA S.R.L. SAITE S.R.L.;1111;CULTIVO DE CEREALES
LOGISTICA MERCADOTECNIA Y COMERCIO S.A.;LOGISTICA MERCADOTECNIA Y COMERCIO S.A.;51392;VTA X MAYOR JUGUETES Y ART. DE COTILLÓN
MARCONI S.P.A.;MARCONI S.P.A.;99002;ESTUDIANTES
COBRA INSTALACIONES Y SERVICIOS S.A.;COBRA INSTALACIONES Y SERVICIOS S.A.;45302;INSTALACIONES Y MANTENIMIENTO ELECTRICO
APLICACIONES TECNICAS DE LA ENERGIA S.A;APLICACIONES TECNICAS DE LA ENERGIA S.A.;28130;FABRICN. GENERADORES VAPOR EXCEPTO CALDE
SOCIEDAD ACCIDENTAL TYPSA PCA;SOCIEDAD ACCIDENTAL TYPSA PCA;99002;ESTUDIANTES
INDUSTRIA DERIVADAS DEL ALUMINIO S.L.;INDUSTRIA DERIVADAS DEL ALUMINIO S.L.;99002;ESTUDIANTES
SOCELEC S.A.;SOCELEC S.A.;31500;FABRICN. LÁMPARAS ELÉCTRICAS Y EQ ILUMIN
MARCONI COMMUNICATIONS INTERNATIONAL LI;MARCONI COMMUNICATIONS INTERNATIONAL LIM;99002;ESTUDIANTES
TADIRAN ELECTRONIC SYSTEMS LTD.;TADIRAN ELECTRONIC SYSTEMS LTD.;74990;OTROS SERV EMPRESARIALES NCP
LIBRERIAS ASOCIADAS S.R.L.;LIBRERIAS ASOCIADAS S.R.L.;52351;VTA X MENOR LIBROS, REVISTAS
IMPULSO PUBLICIDAD S.R.L.;IMPULSO PUBLICIDAD S.R.L.;74300;SERV DE PUBLICIDAD
ASEA BROWN BOVERI LTDA;ASEA BROWN BOVERI LTDA;51107;VTA X MAYOR INTERMDRS MAQUINARIA, EQUIPO
FUNDACION AULA KANTUTA;FUNDACION AULA KANTUTA;80908;ENSENANZA PARA PERSONAS DISCAPACITADAS
INDUSTRIAS LARA BISCH S.A.;INDUSTRIAS LARA BISCH S.A.;22210;ACT. DE IMPRESIÓN
CONSULTORIA OSCAR GRIMAUX Y ASOCIADOS S;CONSULTORIA OSCAR GRIMAUX Y ASOCIADOS S.;99002;ESTUDIANTES
INFORMES Y PROYECTOS S.A BOLIVIA;INFORMES Y PROYECTOS S.A BOLIVIA;74140;SERV.ASESORAMIENTO Y GESTIÓN EMPRESARIAL
VISTO BUENO TOURS LTDA;VISTO BUENO TOURS LTDA;63041;SERV DE AGENCIAS DE VIAJES
MAGIC HANDS S.R.L.;MAGIC HANDS S.R.L.;52362;VTA X MENOR EQUIPOS INFORMÁTICOS
SOCIEDAD BOLIVIANA DE CEMENTO S.A.;SOCIEDAD BOLIVIANA DE CEMENTO S.A.;26941;FABRICN. DE CEMENTO
HOTELERA NACIONAL S.A.;HOTELERA NACIONAL S.A.;80904;ENSEÑANZA PRESTACIÓN SERV (HOTELERÍA,ETC
CMI CORPORATION;CMI CORPORATION;99002;ESTUDIANTES
GRAMON BOLIVIA LTDA;GRAMON BOLIVIA LTDA;51106;VTA X MAYOR INTERMDRS PROD.FARMACÉUTICOS
SISTEMAS VIALES S.R.L;SISTEMAS VIALES S.R.L;45201;CONSTRUCCIÓN Y REPARACIÓN DE EDIFICIOS
COTEL LA PAZ LTDA;COTEL LA PAZ LTDA;64201;SERV DE TRANSMISIÓN DE DATOS Y MENSAJES
SIEMENS AG;SIEMENS AG;64201;SERV DE TRANSMISIÓN DE DATOS Y MENSAJES
INDUSTRIAL PRODUCTOS TECHNOLOGY;INDUSTRIAL PRODUCTOS TECHNOLOGY;51506;VTA X MAYOR EQUIPOS INFO Y MAQ ELECTRÓNI
ECOGREZ SRL;ECOGREZ SRL;51221;VTA X MAYOR EMPAQUES DE FRUTAS,LEGUMBRES
DISTRIBUIDORA AUTOMOTRIZ SUDAMERICANA S;DISTRIBUIDORA AUTOMOTRIZ SUDAMERICANA S.;50101;VENTA DE VEHICULOS AUTOMOTORES NUEVOS
CORPORACION DE AQUINO BOLIVIA S.A.;CORPORACION DE AQUINO BOLIVIA S.A.;80302;EDUCACION SUPERIOR UNIVERSITARIA
MIYUKI LIMITADA;MIYUKI LIMITADA;52351;VTA X MENOR LIBROS, REVISTAS
BANCO PYME ECOFUTURO S.A.;BANCO PYME ECOFUTURO S.A.;65191;SERV DE LAS ENTIDADES BANCARIAS
TECNOLOGIA INTEGRAL MULTIDICIPLINARIA S;TECNOLOGIA INTEGRAL MULTIDICIPLINARIA SR;45209;CONSTRUCCION DE OBRAS DE INGENIERIA CIVI
PROSERSA S.R.L.;PROSERSA S.R.L.;51228;VTA X MAYOR AZÚCAR, DULCES, CHOCOLATES,
MALDONADO EXPLORACIONES SRL;MALDONADO EXPLORACIONES SRL;45102;PERFORACIÓN,EXCAVACIÓN,PRUEBAS DE TERREN
SOBOGER S.A.;SOBOGER S.A.;51341;VTA X MAYOR PROD. FARMACÉUTICOS Y MEDICI
C.B.L. COMERIND S.R.L.;C.B.L. COMERIND S.R.L.;52111;VTA X MENOR EN SUPERMERCADOS CON SURTIDO
COLEGIO SAINT ANDREWS;COLEGIO SAINT ANDREWS;80210;EDUCACION SECUNDARIA DE FORMACION GENERA
BAYER BOLIVIANA LTDA.;BAYER BOLIVIANA LTDA.;51341;VTA X MAYOR PROD. FARMACÉUTICOS Y MEDICI
EMPRESA HOTELERA CALACOTO S.R.L.;EMPRESA HOTELERA CALACOTO S.R.L.;55101;SERV DE ALOJAMIENTO EN HOTELES
URRUTIBEHETY COMPAÑIA DE LIMPIEZA INDUST;URRUTIBEHETY COMPAÑIA DE LIMPIEZA INDUSTRIAL LTDA.;74930;SERV DE LIMPIEZA DE EDIFICIOS
IGLESIA DEL NAZARENO;IGLESIA DEL NAZARENO;91910;SERV DE ORGANIZACIONES RELIGIOSAS
NULO IA DEL NAZARENO DISTRITO TITICACA;NULO IA DEL NAZARENO DISTRITO TITICACA;91910;SERV DE ORGANIZACIONES RELIGIOSAS
ASOCIACION DE COPROPIETARIOS DE LA GALER;ASOCIACION DE COPROPIETARIOS DE LA GALERIA COMERCIAL SHOPPING SUR;70202;SERV DE ADMI. INMOBILIARIA DE BIENES INM
BOLRUSS S.R.L.;BOLRUSS S.R.L.;51211;VTA X MAYOR MAT PRIMA AGROPECUARIAS Y DE
NULO GLESIA DEL NAZARENO DISTRITO LA PAZ;NULO GLESIA DEL NAZARENO DISTRITO LA PAZ;91910;SERV DE ORGANIZACIONES RELIGIOSAS
PACIFIC MOTORS S.R.L.;PACIFIC MOTORS S.R.L.;50209;MANTENIMIENTO Y REPARACION DE VEHICULOS
NULO O ADMINISTRATIVO NAZARENO  COLISEO;NULO O ADMINISTRATIVO NAZARENO  COLISEO;91910;SERV DE ORGANIZACIONES RELIGIOSAS
AMERICAN BRITISH INTERNATIONAL ASSOCIAT;AMERICAN BRITISH INTERNATIONAL ASSOCIATI;85315;SERV ASISTENCIA SOCIAL EN CENTROS REHABI
ASOCIACION DE DAMAS CHILENAS;ASOCIACION DE DAMAS CHILENAS;85315;SERV ASISTENCIA SOCIAL EN CENTROS REHABI
